Address,Sold Price,Type,Year built,Heating,Cooling,Parking,Bedrooms,Bathrooms,Elementary School Score,Elementary School Distance,Middle School Score,Middle School Distance,High School Score,High School Distance,Appliances included,Laundry features,Zip,Neighborhood
12411 Pacific Ave APT 301,867000.0,Condo,2006.0,Central,Central Air,"Gated, Community Structure, Controlled Entrance, Side By Side",2,2.0,6.0,0.2,4.0,0.9,6.0,0.7,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",,90066,Mar Vista
681 S Norton Ave APT 116,1170000.0,Townhouse,2003.0,Central,Central Air,"Direct Access, Garage",4,4.0,6.0,0.1,7.0,1.2,,,,In Garage,90005,Koreatown
4664 Jessica Dr,710000.0,SingleFamily,1948.0,Wall Furnace,,"Detached Carport, Driveway",1,1.0,7.0,0.4,,,7.0,1.1,"Dishwasher, None",,90065,Glassell Park
2501 N Vermont Ave,6975000.0,SingleFamily,1924.0,"Central, Zoned",Central Air,"Circular Driveway, Gated, Guest",6,8.0,,,6.0,1.3,8.0,1.0,"Barbecue, Dishwasher, Disposal, Refrigerator, Washer, Dryer","Upper Level, Laundry Room",90027,Los Feliz
4418 W 30th St,950021.0,SingleFamily,1924.0,,,Driveway,2,1.0,5.0,0.2,3.0,1.3,2.0,0.4,"Refrigerator, Gas Range, Washer, Dryer",Inside,90016,West Adams
1524 Yale St APT 4,695000.0,Condo,1948.0,Forced Air,,"Assigned, Covered",1,1.0,8.0,0.5,8.0,1.3,8.0,1.7,"Dishwasher, Disposal, Refrigerator, Washer, Dryer","Inside, Stackable",90073,
2700 Cahuenga Blvd E APT 2311,605000.0,Condo,1975.0,Central,Central Air,"Assigned, Covered",2,2.0,8.0,0.6,3.0,1.9,6.0,1.3,"Dishwasher, Disposal, Microwave, Refrigerator, Convection Oven",Community,90068,Hollywood Hills
1927 Covington Ln,1895000.0,SingleFamily,,Central,Central Air,Garage - Two Door,5,3.0,4.0,0.4,3.0,4.0,6.0,1.2,"Dishwasher, Microwave, Refrigerator, Oven, Washer, Dryer",Inside,90034,Palms
1436 W 101st St,450000.0,SingleFamily,1927.0,,,Garage,2,1.0,5.0,0.6,4.0,1.5,2.0,0.5,,In Kitchen,90047,South Los Angeles
151 S Crescent Heights Blvd,1600000.0,SingleFamily,1948.0,Forced air,Central,"Garage, None, Covered",3,2.0,7.0,0.4,7.0,1.9,7.0,0.7,"Dishwasher, Dryer, Freezer, Microwave, Washer",In Unit,90048,Beverly Grove
707 Fremont Villas,599000.0,Townhouse,1981.0,Central,Central Air,Garage,2,3.0,1.0,0.5,,,7.0,1.5,,In Garage,90042,Highland Park
10848 Wellworth Ave,1930000.0,SingleFamily,1940.0,"Central, Forced Air",Central Air,"Detached Carport, Driveway",3,3.0,9.0,0.6,,,6.0,1.4,"Dishwasher, Disposal, Refrigerator, Oven, Electric Cooktop, Washer, Dryer",Laundry Closet,90024,Westwood
4763 Dockweiler St,815000.0,SingleFamily,1922.0,Central,Central Air,Driveway,2,2.0,2.0,0.5,7.0,0.8,4.0,0.5,Gas Range,Laundry Room,90019,Mid-City
5345 Monterey Rd,839000.0,SingleFamily,1954.0,Central,Central Air,"Driveway, Garage, Garage - Single Door",2,2.0,1.0,0.2,,,7.0,1.2,"Dishwasher, Disposal, Gas Oven, Gas Range, Microwave","In Garage, Inside, Stackable",90042,Highland Park
6038 Carlton Way APT 402,895000.0,Condo,2007.0,Central,Central Air,"Assigned, Community Structure, Controlled Entrance",3,3.0,4.0,0.5,3.0,0.4,6.0,1.2,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",,90028,Hollywood
2222 N Beachwood Dr APT 108,753000.0,Condo,1990.0,Central,Central Air,"Community Structure, Controlled Entrance, Covered, Guest",2,2.0,6.0,0.3,3.0,1.0,6.0,1.4,"Dishwasher, Disposal, Oven, Gas Cooktop, Washer, Dryer",Stackable,90068,Hollywood Hills
441 N Kenter Ave,4437000.0,SingleFamily,1946.0,Central,Central Air,Garage - Two Door,5,5.0,,,,,,,"Barbecue, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",,90049,Brentwood
2971 Briar Knoll Dr,2375000.0,SingleFamily,1977.0,"Other, Electric, Gas",Central,"Carport, Garage - Detached, Covered",3,3.0,,,6.0,1.9,8.0,2.7,"Range / Oven, Refrigerator, Washer",,90046,Hollywood Hills
1137 S Alfred St,1390000.0,SingleFamily,1936.0,"Fireplace(s), Central",Wall/Window Unit(s),"Detached Carport, Garage - Two Door, Concrete",4,2.0,5.0,0.4,,,7.0,1.9,"Dishwasher, Disposal, Refrigerator, Vented Exhaust Fan, Washer, Dryer","Laundry Closet, Inside",90035,Beverlywood
1000 S Westgate Ave APT 207,975000.0,Townhouse,1971.0,Central,Central Air,"Assigned, Community Structure",3,3.0,9.0,2.0,7.0,1.9,6.0,0.4,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Washer, Dryer",,90049,Brentwood
1420 Yosemite Dr,790000.0,MultiFamily,1909.0,,Wall/Window Unit(s),"Garage, Garage Faces Rear, Garage - Single Door, No Driveway, On Street",4,2.0,6.0,0.2,,,7.0,0.5,,In Kitchen,90041,Eagle Rock
525 S Ardmore Ave APT 108,387000.0,Condo,1973.0,Wall Furnace,,Side By Side,1,1.0,,,,,,,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Gas Range, Oven",Community,90020,Wilshire Center
7729 Isis Ave,1195000.0,SingleFamily,1950.0,Central,,Garage - Single Door,3,2.0,5.0,0.8,,,,,"Dishwasher, Microwave, Refrigerator, Washer, Dryer",Inside,90045,Westchester
10402 Cimarron St,690000.0,SingleFamily,1947.0,Central,Central Air,Driveway,3,3.0,1.0,0.4,4.0,1.3,2.0,0.8,,,90047,South Los Angeles
1278 S Camden Dr APT 104,810000.0,Condo,1991.0,Central,Central Air,"Community Structure, Assigned, Tandem",2,2.0,7.0,0.7,7.0,2.3,6.0,1.4,"Dishwasher, Microwave, Refrigerator",,90035,Beverlywood
3955 3rd Ave,825000.0,SingleFamily,1939.0,Central,Central Air,Garage - Two Door,2,2.0,,,2.0,0.6,,,"Dishwasher, Disposal, Microwave, Refrigerator",Inside,90008,Baldwin Hills
11766 W Sunset Blvd APT 202,1050000.0,Condo,2001.0,Central,Central Air,"Community Structure, Garage Door Opener, Gated, Underground",3,3.0,9.0,1.2,7.0,1.6,6.0,1.3,"Dishwasher, Disposal, Microwave",Inside,90049,Brentwood
7015 4th Ave,800000.0,SingleFamily,1925.0,Zoned,Wall/Window Unit(s),Garage,3,2.0,3.0,0.4,,,,,"Gas Range, Water Heater",Inside,90043,View Park-Windsor Hills
2106 E 92nd St,487500.0,SingleFamily,1985.0,,Central Air,Garage,3,2.0,4.0,0.1,1.0,1.0,,,,"Gas & Electric Dryer Hookup, In Kitchen",90002,Watts
1218 W 87th St,495000.0,SingleFamily,1911.0,Wall Furnace,,"Auto Driveway Gate, Garage Faces Rear, RV Potential",2,2.0,3.0,0.6,2.0,1.8,2.0,1.4,Gas Range,"Laundry Room, Inside",90044,South Los Angeles
3843 Clayton Ave,1775000.0,SingleFamily,2018.0,"Electric, Humidity Control","Central Air, Electric",Garage,3,3.0,8.0,0.7,6.0,0.3,8.0,0.6,"Dishwasher, Microwave, Refrigerator, Dryer, Washer",,90027,Los Feliz
3785 Dublin Ave,965000.0,SingleFamily,1938.0,Central,Central Air,"Built-In Storage, Carport, Attached Carport, Covered, Driveway, Concrete, Garage, Workshop in Garage",3,2.0,,,2.0,0.7,2.0,1.5,"Dishwasher, Gas Range, Microwave, Range Hood, Refrigerator, Dryer, Washer","Gas Dryer Hookup, Laundry Room, Inside, Washer Hookup",90018,Jefferson Park
1978 E 114th St,525000.0,SingleFamily,2016.0,Central,Central Air,"Driveway, Garage Faces Front, Garage Faces Rear, Gated, Off Street, On Site",4,4.0,3.0,0.2,3.0,0.9,,,,"Gas Dryer Hookup, Washer Hookup",90059,Willowbrook
7847 Yorktown Ave,1169000.0,SingleFamily,1946.0,"Central, Forced Air",Central Air,"Auto Driveway Gate, Driveway, Concrete, Garage - Two Door, On Street",3,2.0,5.0,0.1,,,,,"Barbecue, Dishwasher, Disposal, Microwave, Refrigerator, Gas Cooktop, Oven, Gas Oven, Range, Washer, Dryer",Laundry Room,90045,Westchester
4931 Townsend Ave,865000.0,SingleFamily,1922.0,Central,Central Air,Driveway,2,1.0,6.0,0.2,,,7.0,0.3,"Dishwasher, Disposal",Laundry Room,90041,Eagle Rock
13316 Towne Ave,530000.0,SingleFamily,1947.0,Central,"Central Air, Electric","Driveway, Garage, Parking Space, RV Access/Parking",3,1.0,7.0,0.7,5.0,1.7,3.0,0.9,"Dishwasher, Electric Range, Disposal, Vented Exhaust Fan",Inside,90061,South Los Angeles
7612 Flight Ave,1099000.0,SingleFamily,1948.0,Central,Central Air,Garage,3,2.0,5.0,0.5,,,,,"Gas Range, Gas Cooktop, Refrigerator","Gas Dryer Hookup, Laundry Room",90045,Westchester
3988 Dwiggins St,840000.0,SingleFamily,1960.0,Central,Central Air,"Garage, On Street",3,2.0,4.0,0.2,4.0,0.9,,,Dishwasher,"Laundry Room, Inside",90063,City Terrace
2381 Kenilworth Ave,1550000.0,SingleFamily,1954.0,Floor Furnace,Central Air,Garage - Two Door,3,2.0,9.0,0.4,6.0,0.9,8.0,0.7,"Refrigerator, Washer, Dryer",,90039,Atwater Village
925 S Brannick Ave,475000.0,SingleFamily,1922.0,,,"Driveway, Concrete",2,2.0,5.0,0.4,3.0,0.9,,,,Laundry Room,90023,Boyle Heights
1944 Glendon Ave APT 103,736905.0,Condo,1974.0,Central,Central Air,"Assigned, Guest",1,2.0,9.0,0.2,,,6.0,1.7,"Dishwasher, Disposal",,90073,
4201 W 59th Pl,1145000.0,SingleFamily,1948.0,Central,Central Air,"Driveway, Garage - Two Door",3,2.0,2.0,0.5,2.0,1.9,,,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",,90043,View Park-Windsor Hills
3965 Prospect Ave,1351888.0,SingleFamily,1966.0,Central,Central Air,Attached Carport,3,2.0,8.0,0.5,6.0,0.4,8.0,0.4,,Inside,90027,Los Feliz
3311 E 4th St,480000.0,SingleFamily,1923.0,Central,Central Air,,2,2.0,2.0,0.5,3.0,0.6,9.0,0.8,"Gas Range, Microwave","Gas Dryer Hookup, Laundry Room, Washer Hookup",90063,City Terrace
6943 Camrose Dr,1250000.0,SingleFamily,1926.0,,,Garage - Two Door,3,2.0,4.0,0.7,3.0,1.3,6.0,0.6,,,90068,Hollywood Hills
4730 San Rafael Ave,1800000.0,SingleFamily,1924.0,Central,Central Air,"Detached Carport, Guest, Concrete",3,4.0,3.0,0.3,,,7.0,0.8,"Dishwasher, Disposal, Refrigerator, Range, Range Hood, Built-In, Oven, Gas Oven",Laundry Room,90042,Highland Park
1434 S Point View St UNIT 101,650000.0,Condo,1991.0,Central,Central Air,"Assigned, Garage",2,3.0,4.0,0.4,3.0,4.3,6.0,1.6,,"Gas & Electric Dryer Hookup, Washer Hookup",90035,Beverlywood
600 S Ridgeley Dr UNIT 207,710000.0,Condo,2009.0,Central,Central Air,"Assigned, Direct Access, Private, Underground",1,2.0,7.0,0.7,7.0,0.8,7.0,1.3,"Dishwasher, Free-Standing Range, Disposal, Microwave, Refrigerator",Inside,90036,Fairfax
4436 S Mullen Ave,1315000.0,SingleFamily,1949.0,Central,Central Air,"Garage - Two Door, Side By Side, On Street, Concrete",3,3.0,,,2.0,0.8,,,"Dishwasher, Disposal, Refrigerator, Vented Exhaust Fan, Oven, Gas Range, Range Hood",,90043,View Park-Windsor Hills
3479 Mandeville Canyon Rd,2245000.0,SingleFamily,1956.0,Central,,"Circular Driveway, Direct Access, Garage Door Opener",3,3.0,9.0,2.6,7.0,3.5,8.0,4.4,"Dishwasher, Disposal, Microwave, Refrigerator, Built-In, Gas Cooktop, Oven, Range Hood, Washer, Dryer",Inside,90049,Brentwood
3430 Veteran Ave,1340000.0,SingleFamily,1939.0,Central,,"Driveway, Garage",3,3.0,4.0,0.4,7.0,0.1,6.0,2.3,"Refrigerator, Washer, Dryer",,90034,Palms
5715 Aladdin St,1225000.0,SingleFamily,1951.0,Forced Air,,Paved,3,2.0,6.0,0.4,2.0,2.6,2.0,1.6,"Dishwasher, Disposal, Refrigerator, Gas Range, Washer, Dryer",In Garage,90008,Baldwin Hills
6422 2nd Ave,550000.0,SingleFamily,1939.0,,See Remarks,"Driveway, Garage - Two Door",2,1.0,2.0,0.3,4.0,0.5,,,,"In Kitchen, Inside",90043,View Park-Windsor Hills
8324 Reading Ave,1255000.0,SingleFamily,1947.0,Central,Central Air,Driveway,4,3.0,5.0,0.5,,,,,"Dishwasher, Disposal, Refrigerator, Range, Washer, Dryer",See Remarks,90045,Westchester
2207 Kerwood Ave,1388000.0,SingleFamily,1930.0,Central,,"Driveway, Carport, Converted Garage",2,3.0,9.0,0.7,,,6.0,2.7,"Dishwasher, Disposal, Microwave, Gas Cooktop","Laundry Room, Inside",90064,Rancho Park
5031 S Harvard Blvd,725000.0,SingleFamily,1920.0,Central,Central Air,,3,2.0,2.0,0.2,,,,,,Common Area,90062,South Los Angeles
7521 Piper Pl,1875000.0,SingleFamily,1951.0,Central,Central Air,"Direct Access, Driveway, Garage - Two Door",4,4.0,5.0,0.5,,,,,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Inside,90045,Westchester
6618 Haas Ave,681000.0,SingleFamily,1926.0,Central,Central Air,Garage,3,2.0,3.0,0.4,,,,,,Inside,90047,South Los Angeles
4105 Edgehill Dr,1340000.0,SingleFamily,1930.0,Central,Central Air,"Detached Carport, Driveway",4,3.0,2.0,0.6,2.0,0.1,,,"Dishwasher, Disposal, Gas Range, Gas Oven",Laundry Closet,90008,Baldwin Hills
407 E Colden Ave,467500.0,SingleFamily,1946.0,Wall Furnace,,"Driveway, Garage - Single Door, Gated",2,1.0,3.0,0.2,1.0,1.4,2.0,0.5,"Dishwasher, Refrigerator, Water Purifier, Washer, Dryer",,90003,South Los Angeles
5764 San Vicente Blvd APT 304,771000.0,Condo,2002.0,Central,Central Air,Assigned,2,2.0,4.0,0.5,,,7.0,1.7,"Dishwasher, Refrigerator, Washer, Dryer",,90019,Mid-City
1514 Sanborn Ave,1143000.0,SingleFamily,1922.0,"Central, Fireplace(s)",Central Air,"Built-In Storage, Driveway, Garage Door Opener, Garage - Single Door",3,3.0,8.0,0.6,6.0,0.2,8.0,0.6,"Dishwasher, Disposal, Microwave, Refrigerator, Gas Oven, Range Hood, Gas Cooktop, Washer, Dryer","Stackable, Inside",90027,Los Feliz
471 Loring Ave,4800000.0,SingleFamily,1937.0,Central,"Central, Air Conditioning","Carport, Garage - Attached, Covered",5,5.0,9.0,0.2,,,6.0,2.4,"Dishwasher, Garbage disposal",Room,90073,
6431 Orange St,1525000.0,MultiFamily,1936.0,"Natural Gas, Gravity",Wall/Window Unit(s),Covered,6,0.0,7.0,0.6,7.0,2.0,7.0,1.2,,"Individual Room, Gas Dryer Hookup, Washer Hookup",90048,Beverly Grove
1110 S Shenandoah St APT 8,730000.0,Condo,1981.0,Central,Central Air,"Assigned, Tandem, Guest, Community Structure",2,2.0,7.0,0.7,3.0,3.8,6.0,1.5,"Dishwasher, Disposal, Microwave, Refrigerator, Oven, Washer, Dryer",Stackable,90035,Beverlywood
13339 Mettler Ave,405000.0,SingleFamily,1947.0,Wall Furnace,,"Concrete, Garage - Single Door",3,1.0,7.0,0.7,5.0,1.7,3.0,0.8,,Laundry Room,90061,South Los Angeles
257 S Spring St APT 3M,795000.0,Condo,1899.0,Central,Central Air,"Community Structure, Gated, Covered, Assigned",1,1.0,,,3.0,1.3,3.0,1.2,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer","Laundry Closet, Stackable",90012,Downtown LA
2741 Rinconia Dr,1475000.0,SingleFamily,1991.0,Central,Central Air,Garage - Two Door,4,4.0,6.0,0.8,3.0,1.5,6.0,1.4,"Dishwasher, Disposal, Refrigerator",,90068,Hollywood Hills
6700 Hillpark Dr APT 301,501000.0,Condo,1966.0,Central,Central Air,"Assigned, Controlled Entrance, Side By Side, Underground",2,2.0,8.0,0.6,3.0,1.8,6.0,1.1,"Dishwasher, Double Oven, Disposal, Gas Cooktop, Microwave",Community,90068,Hollywood Hills
2097 W 29th St,946500.0,SingleFamily,1910.0,,Central Air,Garage,3,2.0,2.0,0.4,3.0,1.2,4.0,1.5,,Laundry Room,90018,Jefferson Park
1440 Veteran Ave APT 515,520000.0,Condo,1972.0,,,"Assigned, Community Structure, Controlled Entrance, Covered, Underground",1,1.0,9.0,0.9,,,6.0,1.2,"Dishwasher, Microwave, Refrigerator, Trash Compactor",Community,90024,Westwood
2784 Estara Ave,1125000.0,SingleFamily,1921.0,Forced Air,Central Air,"Detached Carport, Garage - Single Door",3,3.0,4.0,0.3,,,,,"Dishwasher, Disposal, Refrigerator",Laundry Room,90065,Glassell Park
171 N Church Ln APT 207,700000.0,Condo,1996.0,Central,Central Air,"Community Structure, Controlled Entrance, Assigned, Side By Side",2,2.0,9.0,1.3,7.0,2.1,8.0,4.3,"Dishwasher, Disposal, Refrigerator",,90049,Brentwood
5130 1/2 W 20th St,920000.0,SingleFamily,1937.0,Central,Central Air,Garage - Single Door,2,3.0,5.0,0.5,3.0,1.6,,,"Refrigerator, Gas Range, Washer, Dryer",In Garage,90016,West Adams
12616 Gilmore Ave,1595000.0,SingleFamily,1944.0,Central,Central Air,"Direct Access, Side By Side, Garage, Garage - Two Door, On Street",3,3.0,6.0,0.3,2.0,0.4,6.0,1.1,"Dishwasher, Disposal, Range Hood, Gas Oven, Gas Cooktop, Built-In","Inside, Laundry Room",90066,Mar Vista
759 E 89th St,455000.0,SingleFamily,1925.0,,,Garage,3,1.0,3.0,0.5,1.0,0.9,,,,,90002,Watts
2480 S Centinela Ave UNIT 402,860000.0,Condo,2005.0,Central,Central Air,"Assigned, Community Structure, Controlled Entrance, Gated, Tandem",2,2.0,6.0,0.7,,,6.0,1.3,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",,90064,Rancho Park
723 E 73rd St,590000.0,SingleFamily,1923.0,,,"Driveway, Open",6,3.0,5.0,0.4,3.0,0.8,,,,,90001,
2254 W 25th St,1500000.0,SingleFamily,1903.0,Central,Central Air,"Porte-Cochere, Driveway, None",5,4.0,2.0,0.4,3.0,0.9,4.0,1.7,"Dishwasher, Disposal, Microwave, Gas Cooktop, Oven, Washer, Dryer","Inside, Upper Level",90018,Jefferson Park
5300 Fairview Blvd APT 19,460000.0,Condo,1969.0,Radiant,,Assigned,2,1.0,,,,,2.0,1.6,"Dishwasher, Disposal, Refrigerator, Electric Oven",Community,90056,Ladera Heights
1436 N Detroit St APT 3,855000.0,Townhouse,2007.0,Central,Central Air,"Built-In Storage, Community Structure",2,4.0,7.0,0.5,3.0,0.8,6.0,0.3,"Dishwasher, Disposal, Refrigerator, Oven, Dryer",,90046,Hollywood Hills
915 Rosemont Ave,1238000.0,SingleFamily,2011.0,"ENERGY STAR Qualified Equipment, High Efficiency, Pellet Stove",ENERGY STAR Qualified Equipment,Driveway,4,3.0,,,,,3.0,1.0,"Dishwasher, Free-Standing Range, Freezer, Gas Cooktop, Gas Oven, Gas Range, Ice Maker, Microwave, Range Hood, Refrigerator, Tankless Water Heater, Water Line to Refrigerator","Laundry Room, Inside",90026,Echo Park
2114 Kew Dr,2040000.0,SingleFamily,1936.0,Wall Furnace,,Garage - Single Door,4,4.0,9.0,0.4,3.0,2.8,7.0,1.9,"Refrigerator, Washer, Dryer","Laundry Closet, Inside",90046,Hollywood Hills
1560 Oak Grove Dr,877000.0,SingleFamily,1957.0,Central,Central Air,Garage - Two Door,3,2.0,6.0,0.4,,,7.0,0.3,"Dishwasher, Microwave, Refrigerator, Gas Cooktop, Double Oven, Washer, Dryer",,90041,Eagle Rock
4920 Hillcrest Dr,1000000.0,SingleFamily,1926.0,Central,,"Garage - Single Door, Concrete",4,3.0,2.0,0.5,2.0,0.9,,,,,90043,View Park-Windsor Hills
1346 W 102nd St,530000.0,SingleFamily,1930.0,,Central Air,Garage,3,2.0,,,,,,,,Outside,90044,South Los Angeles
3308 La Clede Ave,1362000.0,SingleFamily,1923.0,"Wall Furnace, Floor Furnace","Central Air, Wall/Window Unit(s)",Driveway,3,3.0,4.0,0.1,,,,,"Disposal, Refrigerator, Washer, Dryer",Inside,90039,Atwater Village
4825 Mascot St,810000.0,SingleFamily,1911.0,,,"Driveway, Garage",2,1.0,4.0,0.3,3.0,1.1,4.0,1.2,,Inside,90019,Mid-City
1759 S Bedford St,1565000.0,SingleFamily,1928.0,Central,Central Air,Garage - Two Door,4,3.0,7.0,0.6,3.0,3.5,6.0,0.9,"Dishwasher, Disposal",Inside,90035,Beverlywood
289 Beloit Ave,2320000.0,SingleFamily,1937.0,Central,Central Air,"Garage, Driveway, On Street",4,3.0,9.0,1.5,7.0,2.0,6.0,1.4,"Dishwasher, Refrigerator, Washer, Dryer",Inside,90049,Brentwood
9024 Wonderland Park Ave,3250000.0,SingleFamily,1952.0,Central,"Central, Air Conditioning","Garage, Carport, Covered",3,4.0,9.0,0.7,3.0,3.8,7.0,2.9,"Dishwasher, Garbage disposal, Microwave, Refrigerator, Washer",Room,90046,Hollywood Hills
326 Neva Pl,680000.0,SingleFamily,1905.0,,,"Detached Carport, Covered, Driveway, Tandem",3,1.0,7.0,0.3,,,7.0,0.8,Refrigerator,See Remarks,90042,Highland Park
1217 20th St UNIT 303,797000.0,Condo,1974.0,Central,,Community Structure,2,2.0,8.0,0.3,8.0,0.5,8.0,1.2,Dryer,,90073,
12449 Lucile St,1087500.0,SingleFamily,1953.0,Central,,"Driveway, Garage",3,3.0,8.0,0.2,2.0,0.6,6.0,2.2,,In Kitchen,90066,Mar Vista
701 E 120th St,469000.0,SingleFamily,1932.0,Wall Furnace,,"Driveway, Garage",2,1.0,4.0,0.3,2.0,0.8,,,Microwave,Inside,90059,Willowbrook
4400 Ambrose Ave,2020000.0,SingleFamily,1936.0,Central,Central Air,Garage - Two Door,3,2.0,8.0,0.2,6.0,0.9,8.0,0.5,"Dishwasher, Refrigerator, Washer, Dryer","Inside, Stackable",90027,Los Feliz
1901 Preuss Rd,1640000.0,SingleFamily,1940.0,Central,,"Detached Carport, Garage - Single Door",4,3.0,4.0,0.4,4.0,4.8,6.0,0.7,"Dishwasher, Disposal, Refrigerator","Laundry Room, Inside",90034,Palms
2812 Wellington Rd,1400000.0,SingleFamily,1927.0,Central,Central Air,Driveway,3,2.0,5.0,0.2,3.0,1.0,2.0,0.7,"Dishwasher, Refrigerator, Washer, Dryer",Laundry Closet,90016,West Adams
1959 Whitley Ave,1041000.0,SingleFamily,1932.0,Central,Central Air,"Driveway - Brick, Garage - Single Door",2,2.0,4.0,0.4,3.0,1.2,6.0,0.6,"Dishwasher, Refrigerator",Inside,90068,Hollywood Hills
4485 Tuttle St,458000.0,SingleFamily,1924.0,,See Remarks,Garage,2,1.0,5.0,0.3,3.0,1.3,,,,See Remarks,90040,
1717 E 66th St,530000.0,SingleFamily,1908.0,Wall Furnace,,Garage,3,2.0,5.0,0.4,3.0,0.6,8.0,0.6,,Laundry Closet,90001,
3604 Meier St,2374000.0,SingleFamily,2000.0,Central,Central Air,"Driveway, Garage - Two Door, Garage, Gated",4,3.0,7.0,0.2,4.0,0.5,6.0,0.5,"Dishwasher, Refrigerator, Washer, Dryer","Laundry Room, Inside",90066,Mar Vista
4317 New York Ave,462000.0,SingleFamily,1925.0,,Wall/Window Unit(s),,2,1.0,6.0,0.3,4.0,0.6,,,,"Gas Dryer Hookup, In Carport",90022,East Los Angeles
2971 Lakeridge Dr,2000000.0,SingleFamily,1957.0,"Central, Fireplace(s)",,Garage - Two Door,3,3.0,8.0,0.5,3.0,2.2,6.0,1.5,"Barbecue, Dishwasher, Disposal, Microwave, Refrigerator, Double Oven, Washer, Dryer",Inside,90068,Hollywood Hills
2663 Centinela Ave UNIT 103,857900.0,Townhouse,1981.0,Central,Central Air,"Assigned, Controlled Entrance, Concrete",2,3.0,8.0,0.8,6.0,1.4,8.0,2.3,"Dishwasher, Gas Cooktop, Microwave","Laundry Closet, In Kitchen, Inside",90073,
9305 Kramerwood Pl,1485000.0,SingleFamily,1947.0,Central,Central Air,"Garage - Two Door, Detached Carport",3,2.0,7.0,0.3,7.0,1.7,6.0,0.2,,Outside,90034,Palms
2702 W Avenue 33 #6,762500.0,SingleFamily,2020.0,Central,Central,"Garage - Attached, Covered",2,2.0,4.0,0.4,,,,,Dishwasher,In Closet,90065,Glassell Park
5163 S Wilton Pl,650000.0,SingleFamily,1921.0,Wall Furnace,,Driveway,3,2.0,3.0,0.4,,,,,,"Common Area, In Kitchen",90062,South Los Angeles
6120 S Garth Ave,1532000.0,SingleFamily,1959.0,Forced Air,,Garage,4,3.0,,,,,2.0,1.8,,"Laundry Room, Inside, Washer Hookup",90056,Ladera Heights
1918 S Marvin Ave,1152800.0,SingleFamily,1938.0,Central,Central Air,Garage,3,2.0,6.0,0.2,,,6.0,1.8,"Dishwasher, Disposal, Microwave, Refrigerator",Laundry Closet,90016,West Adams
3343 Beswick St,545000.0,SingleFamily,1960.0,Wall Furnace,,,3,1.0,2.0,0.1,3.0,0.7,3.0,1.0,,Outside,90023,Boyle Heights
1368 E 94th St,415000.0,SingleFamily,1925.0,Space Heater,Wall/Window Unit(s),,3,2.0,3.0,0.1,1.0,0.6,,,,Outside,90002,Watts
4429 Palmero Dr,1200000.0,SingleFamily,2004.0,"Central, Natural Gas",Central Air,"Garage - Two Door, Concrete",4,3.0,7.0,0.6,,,7.0,1.3,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Oven, Range Hood",Upper Level,90065,Glassell Park
4252 Moore St,1633000.0,SingleFamily,1949.0,Central,Central Air,"Driveway, Garage",3,2.0,6.0,2.0,7.0,2.2,8.0,2.1,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer","Inside, Laundry Room",90066,Mar Vista
241 S Avenue 57 APT 130,580000.0,Townhouse,1962.0,Wall Furnace,,Assigned,2,2.0,1.0,0.3,,,7.0,0.8,"Dishwasher, Refrigerator",Community,90042,Highland Park
2637 Angelo Dr,1495000.0,Townhouse,1978.0,Central,Central Air,"Garage - Two Door, Concrete, Built-In Storage",3,3.0,9.0,1.3,,,6.0,4.7,"Dishwasher, Disposal, Microwave, Refrigerator, Gas Cooktop, Double Oven",,90077,Bel-Air
