Address,Sold Price,Type,Year built,Heating,Cooling,Parking,Bedrooms,Bathrooms,Elementary School,Elementary School Score,Elementary School Distance,Middle School,Middle School Score,Middle School Distance,High School,High School Score,High School Distance,Appliances included,Laundry features,Tax assessed value,Annual tax amount,City
9015 Burroughs Rd,2542500.0,SingleFamily,1954.0,Central,Central Air,"Converted Garage, Driveway, On Street",3,4.0,Wonderland Avenue Elementary School,9.0,0.7,Hubert Howe Bancroft Middle School,3.0,3.8,Fairfax Senior High School,7.0,2.8,"Dishwasher, Disposal, Refrigerator",Inside,1552247.0,19015.0,Los Angeles
1834 Stearns Dr,1815000.0,SingleFamily,1940.0,Central,Central Air,,4,3.0,Crescent Heights Boulevard Elementary School,4.0,0.3,Daniel Webster Middle School,3.0,3.9,Alexander Hamilton Senior High School,6.0,1.2,,Inside,1102400.0,13561.0,Los Angeles
1427 Walgrove Ave,2367000.0,SingleFamily,1947.0,"Central, Fireplace(s)","Central Air, Zoned","Driveway, Paved, Garage Faces Side, Garage - Single Door, Garage Door Opener, Side By Side",4,5.0,Walgrove Avenue Elementary School,4.0,0.2,Mark Twain Middle School and World Languages Magnet,4.0,0.6,Venice Senior High School,6.0,0.9,"Dishwasher, Gas Oven, Gas Range, Microwave, Refrigerator, Tankless Water Heater, Dryer, Washer",Laundry Room,1309367.0,16061.0,Los Angeles
5157 Dahlia Dr,1330000.0,Townhouse,1924.0,Other,Central,Covered,4,3.0,Dahlia Heights Elementary School,6.0,0.2,,,,Eagle Rock High School,7.0,0.6,,,807713.0,9957.0,Los Angeles
4048 Abourne Rd APT A,361000.0,Condo,1948.0,"Central, Gravity",,"Assigned, Controlled Entrance, Garage",1,1.0,Hillcrest Drive Elementary School,3.0,0.3,Audubon Middle School,2.0,1.0,Susan Miller Dorsey Senior High School,2.0,0.7,"Dishwasher, Refrigerator",Stackable,191016.0,2435.0,Los Angeles
349 Stowe Ter,721000.0,SingleFamily,1921.0,,Central Air,Driveway,2,1.0,Garvanza Elementary School,7.0,0.5,,,,Benjamin Franklin Senior High School,7.0,0.6,Gas Range,See Remarks,250279.0,3082.0,Los Angeles
2401 Clyde Ave,765000.0,MultiFamily,1939.0,,"Zoned, Wall/Window Unit(s)",Garage - Attached,4,2.0,Marvin Elementary School,6.0,0.1,,,,Alexander Hamilton Senior High School,6.0,1.5,"Dryer, Washer","Gas Dryer Hookup, See Remarks",159203.0,2270.0,Los Angeles
2320 S Bentley Ave APT 206,599999.0,Condo,1974.0,"Electric, Central",Central Air,Community Structure,1,2.0,Westwood Charter Elementary School,9.0,0.6,,,,University Senior High School Charter,6.0,1.7,"Dishwasher, Disposal, Microwave",Community,424477.0,5148.0,Los Angeles
452 S Las Palmas Ave,6126000.0,SingleFamily,1925.0,"Central, Fireplace(s)",Central Air,"Auto Driveway Gate, Driveway, Garage - Two Door, Gated",7,10.0,Third Street Elementary School,8.0,0.3,John Burroughs Middle School,7.0,0.1,Fairfax Senior High School,7.0,1.9,"Barbecue, Dishwasher, Disposal, Refrigerator, Washer, Dryer","Upper Level, Laundry Room",4082789.0,50071.0,Los Angeles
2121 James M Wood Blvd APT 315,265000.0,Condo,1923.0,,,,0,1.0,Macarthur Park Elementary School For The Visual And Performing Arts,3.0,0.2,Berendo Middle School,3.0,1.0,Belmont Senior High School,3.0,1.1,,"Common Area, Community",285600.0,3490.0,Los Angeles
11512 Marco Pl,1899080.0,SingleFamily,1978.0,Central,Central Air,"Driveway Down Slope From Street, Direct Access",3,3.0,Mar Vista Elementary School,8.0,0.5,,,,,,,"Dishwasher, Refrigerator, Gas Cooktop, Double Oven","Laundry Room, Inside",1072009.0,13099.0,Los Angeles
1319 N Detroit St APT 203,225000.0,Condo,2006.0,Other,Central,0 spaces,3,3.0,Gardner Street Elementary School,7.0,0.5,Hubert Howe Bancroft Middle School,3.0,0.7,Hollywood Senior High School,6.0,0.4,,,747274.0,9032.0,Los Angeles
2475 Glendower Pl,2350000.0,SingleFamily,1925.0,Central,,Garage,5,4.0,,,,Thomas Starr King Middle School,6.0,1.4,John Marshall Senior High School,8.0,1.1,,"Laundry Room, Inside",2429634.0,30041.0,Los Angeles
828 S Bedford St APT 301,1030000.0,Condo,1981.0,"Central, Fireplace(s)",Central Air,"Assigned, Built-In Storage, Community Structure, Covered, Garage Door Opener, Gated, Side By Side",2,2.0,Carthay Center Elementary,5.0,0.7,,,,Fairfax Senior High School,7.0,1.8,"Dishwasher, Disposal, Microwave, Refrigerator, Range, Washer, Dryer","Laundry Closet, Inside",573630.0,6974.0,Los Angeles
2939 Leeward Ave #210,750000.0,Condo,2019.0,Central,Central Air,Assigned,2,2.0,Hoover Street Elementary School,8.0,0.2,,,,,,,"Dishwasher, Disposal, Gas Range, Oven, Gas Cooktop",,,,Los Angeles
10319 Lou Dillon Ave,380000.0,SingleFamily,1956.0,,,Garage - Attached,3,1.0,Griffin Avenue Elementary School,4.0,8.0,Edwin Markham Middle School,3.0,0.7,,,,,See Remarks,248957.0,3383.0,Los Angeles
3126 Chadwick Dr,530000.0,SingleFamily,1955.0,,Wall/Window Unit(s),"Driveway, Concrete, Garage Faces Front, On Street",2,1.0,Sierra Park Elementary School,5.0,0.1,El Sereno Middle School,5.0,0.5,Woodrow Wilson Senior High School,4.0,1.2,"Gas Range, Gas Water Heater, Refrigerator","Gas Dryer Hookup, Laundry Room, Inside",529562.0,6604.0,Los Angeles
560 N Cahuenga Blvd,2500000.0,SingleFamily,1923.0,"Central, Zoned",Central Air,Driveway,3,4.0,Third Street Elementary School,8.0,0.7,Hubert Howe Bancroft Middle School,3.0,0.7,Fairfax Senior High School,7.0,1.9,"Dishwasher, Microwave, Refrigerator, Range, Gas Oven","Inside, Laundry Room",2226560.0,27106.0,Los Angeles
3010 Pearl St,3945000.0,SingleFamily,2017.0,Central,Central Air,"Garage - Two Door, Driveway",5,5.0,Grant Elementary School,8.0,0.4,John Adams Middle School,6.0,1.1,Santa Monica High School,8.0,2.0,"Barbecue, Dishwasher, Disposal, Microwave, Refrigerator, Range Hood, Range, Oven, Washer, Dryer","Laundry Room, Upper Level",2475025.0,29683.0,Los Angeles
1830 W 65th St,758000.0,SingleFamily,1925.0,Wall Furnace,,"Garage - Single Door, Detached Carport, Deck, Driveway",4,2.0,Fifty-Ninth Street Elementary School,2.0,0.7,John Muir Middle School,2.0,1.2,,,,"Dishwasher, Refrigerator, None","Inside, Stackable",171961.0,2254.0,Los Angeles
1821 Hillsboro Ave,3700000.0,SingleFamily,2008.0,Central,,Concrete,6,7.0,Canfield Avenue Elementary School,7.0,0.2,Palms Middle School,7.0,2.2,Alexander Hamilton Senior High School,6.0,0.8,"Barbecue, Dishwasher, Refrigerator, Washer, Dryer",Upper Level,2447769.0,29960.0,Los Angeles
1671 W 24th St,650000.0,SingleFamily,1907.0,Wall,Zoned,Covered,4,2.0,,,,,,,,,,"Dishwasher, Refrigerator",Inside,689520.0,8678.0,Los Angeles
1140 Roberto Ln,4735000.0,SingleFamily,1967.0,Central,Central Air,"Direct Access, Garage - Two Door, Side By Side",3,5.0,Roscomare Road Elementary School,9.0,1.6,,,,University Senior High School Charter,6.0,3.0,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Washer, Dryer","Inside, Laundry Room",1015835.0,12761.0,Los Angeles
10756 Ashby Ave,1725000.0,SingleFamily,1945.0,Central,Central Air,Garage - Two Door,3,2.0,Overland Avenue Elementary School,9.0,0.2,Palms Middle School,7.0,1.0,Alexander Hamilton Senior High School,6.0,2.1,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Inside,1504578.0,18237.0,Los Angeles
858 N Alta Vista Blvd,953000.0,SingleFamily,1927.0,Central,Central Air,Driveway,2,1.0,Laurel Elementary School,3.0,1.0,,,,Fairfax Senior High School,7.0,0.8,"Dishwasher, Microwave, Refrigerator, Washer, Dryer",Inside,811822.0,9822.0,Los Angeles
1434 W 98th St,475000.0,SingleFamily,1925.0,,,Driveway,3,1.0,Manhattan Place Elementary School,1.0,0.6,Animo Charter Middle No. 3,4.0,1.7,George Washington Preparatory High School,2.0,0.6,,"Laundry Room, Inside",153164.0,2606.0,Los Angeles
9022 W 24th St,1440000.0,SingleFamily,1938.0,Central,Central Air,"Driveway, Detached Carport",3,2.0,Castle Heights Elementary School,7.0,0.6,Palms Middle School,7.0,2.0,Alexander Hamilton Senior High School,6.0,0.3,"Dishwasher, Disposal, Refrigerator","Laundry Closet, In Kitchen",1136552.0,13836.0,Los Angeles
8805 S Normandie Ave,760000.0,SingleFamily,1930.0,Wall Furnace,,Garage,5,3.0,La Salle Avenue Elementary School,3.0,0.3,Bret Harte Preparatory Middle School,2.0,0.9,George Washington Preparatory High School,2.0,1.3,Dishwasher,Laundry Room,,,Los Angeles
109 N Sycamore Ave APT 205,660000.0,Condo,1928.0,Electric,,"Assigned, Tandem",2,1.0,Third Street Elementary School,8.0,0.6,John Burroughs Middle School,7.0,0.7,Fairfax Senior High School,7.0,1.2,"Dishwasher, Microwave, Refrigerator",Community,686832.0,8265.0,Los Angeles
11816 Gorham Ave APT 212,880000.0,Condo,1985.0,Central,Central Air,Garage - Two Door,2,2.0,Kenter Canyon Elementary School,9.0,1.7,Paul Revere Middle School,7.0,1.8,University Senior High School Charter,6.0,0.6,"Dishwasher, Microwave, Refrigerator, Washer, Dryer",,717368.0,8746.0,Los Angeles
2801 Burkshire Ave,1460000.0,SingleFamily,1950.0,Central,,"Converted Garage, Driveway",3,2.0,Richland Avenue Elementary School,6.0,0.4,Daniel Webster Middle School,3.0,0.6,University Senior High School Charter,6.0,1.8,"Barbecue, Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Dryer",Inside,839600.0,10265.0,Los Angeles
5632 Observation Ln,855000.0,Townhouse,2014.0,Central,Central Air,Garage - Two Door,2,3.0,Grant Elementary School,4.0,0.2,Joseph Le Conte Middle School,3.0,0.6,Hollywood Senior High School,6.0,1.7,"Barbecue, Dishwasher, Microwave, Refrigerator, Washer, Dryer",,854271.0,10316.0,Los Angeles
1300 Midvale Ave APT 508,769000.0,Condo,1968.0,Central,Central Air,"Community Structure, Side By Side",2,3.0,Fairburn Avenue Elementary School,9.0,0.8,,,,University Senior High School Charter,6.0,1.3,"Dishwasher, Microwave, Refrigerator",Community,527806.0,6462.0,Los Angeles
1801 Hollyvista Ave,2495000.0,SingleFamily,1935.0,Central,Central Air,Garage - Attached,4,4.0,Franklin Avenue Elementary School,8.0,0.6,Thomas Starr King Middle School,6.0,0.4,John Marshall Senior High School,8.0,0.4,"Dishwasher, Refrigerator, Washer, Dryer",Laundry Room,930587.0,11479.0,Los Angeles
3271 Sawtelle Blvd APT 101,665000.0,Condo,1987.0,Central,Central Air,"Assigned, Underground",2,2.0,Mar Vista Elementary School,8.0,0.5,Daniel Webster Middle School,3.0,0.7,Venice Senior High School,6.0,1.8,"Dishwasher, Gas Range, Refrigerator, Vented Exhaust Fan, Dryer, Washer","Inside, Washer Hookup",688500.0,8372.0,Los Angeles
1815 Fair Park Ave,805000.0,SingleFamily,1923.0,"Central, Electric, See Remarks","Central Air, See Remarks",Driveway,3,1.0,Eagle Rock Elementary and Magnet Center,8.0,0.4,,,,Eagle Rock High School,7.0,0.2,"Electric Oven, Electric Cooktop, Electric Water Heater","Electric Dryer Hookup, Outside, Washer Hookup",263854.0,3346.0,Los Angeles
1284 S Lucerne Blvd,1039449.0,SingleFamily,1914.0,Central,Central Air,"Carport, Driveway",2,1.0,Queen Anne Place Elementary School,7.0,0.2,"Johnnie Cochran, Jr., Middle School",3.0,0.5,Los Angeles Senior High School,4.0,0.5,"Dishwasher, Refrigerator, Washer, Dryer","Inside, Laundry Room",780242.0,9631.0,Los Angeles
1153 E 69th St,460000.0,SingleFamily,1923.0,,Central Air,"Detached Carport, On Street",2,2.0,Miramonte Elementary School,4.0,0.3,Thomas A. Edison Middle School,3.0,0.3,,,,,Laundry Room,327549.0,4598.0,Los Angeles
2921 W Exposition Pl #3,799990.0,Townhouse,2020.0,,Central Air,Garage - Attached,3,3.0,,,,Audubon Middle School,2.0,0.7,Susan Miller Dorsey Senior High School,2.0,1.2,,"Inside, Upper Level",,,Los Angeles
1349 S Longwood Ave,1185000.0,SingleFamily,1924.0,Central,Central Air,"Garage - Two Door, Side By Side",4,2.0,Wilshire Crest Elementary School,2.0,0.5,John Burroughs Middle School,7.0,0.9,Los Angeles Senior High School,4.0,0.7,"Dishwasher, Microwave, Refrigerator, Washer, Dryer",,851874.0,10449.0,Los Angeles
737 W 77th St,745000.0,MultiFamily,1950.0,Wall Gas,Attic Fan,"Garage - Attached, Covered",4,4.0,Loren Miller Elementary School,3.0,0.1,Mary Mcleod Bethune Middle School,2.0,0.8,Augustus F. Hawkins High A Critical Design And Gaming,2.0,1.0,Range / Oven,,683400.0,8722.0,Los Angeles
10430 Wilshire Blvd APT 1703,1649000.0,Condo,1982.0,"Central, Fireplace(s)",,"Community Structure, Controlled Entrance, Valet",2,3.0,Fairburn Avenue Elementary School,9.0,0.4,,,,University Senior High School Charter,6.0,2.3,"Dishwasher, Disposal, Microwave",,1407473.0,17067.0,Los Angeles
1218 9th St APT 4,965000.0,Condo,1975.0,Central,,Garage - Attached,2,2.0,Roosevelt Elementary School,8.0,0.6,Lincoln Middle School,8.0,0.5,Santa Monica High School,8.0,0.9,,"Gas Dryer Hookup, Washer Hookup",127415.0,2090.0,Los Angeles
12495 Culver Blvd,1325000.0,SingleFamily,1947.0,"Central, Forced Air",Central Air,"Detached Carport, Garage - Two Door",3,2.0,Short Avenue Elementary School,6.0,0.6,Marina Del Rey Middle School,2.0,0.2,Venice Senior High School,6.0,1.4,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",In Garage,1018758.0,12473.0,Los Angeles
1312 N Harvard Blvd,885000.0,SingleFamily,1920.0,Central,Central Air,Garage,2,2.0,Kingsley Elementary School,5.0,0.3,Joseph Le Conte Middle School,3.0,0.9,Helen Bernstein High School,4.0,0.6,"Dishwasher, Gas Oven, Gas Range","Gas Dryer Hookup, Inside, Stackable, Washer Hookup",719956.0,8899.0,Los Angeles
2128 Cove Ave,835000.0,SingleFamily,1915.0,Central,Central Air,,2,2.0,Clifford Street Elementary School,8.0,0.3,Thomas Starr King Middle School,6.0,1.6,John Marshall Senior High School,8.0,1.7,"Dishwasher, Disposal",In Kitchen,66398.0,858.0,Los Angeles
2203 Century Hl,1175000.0,Condo,1980.0,Central,Central Air,"Converted Garage, Controlled Entrance",2,3.0,Westwood Charter Elementary School,9.0,1.3,,,,University Senior High School Charter,6.0,3.2,"Disposal, Refrigerator",Laundry Room,801045.0,9877.0,Los Angeles
360 S Barrington Ave,830000.0,Condo,1954.0,"Central, Forced Air",Central Air,"Controlled Entrance, Carport",2,2.0,Kenter Canyon Elementary School,9.0,1.4,Paul Revere Middle School,7.0,1.8,University Senior High School Charter,6.0,1.1,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",Stackable,523401.0,6461.0,Los Angeles
442 E Century Blvd,430000.0,SingleFamily,1953.0,,,"Direct Access, Driveway - Combination, Garage",3,1.0,,,,,,,,,,,"Gas Dryer Hookup, Laundry Room, Washer Hookup",382033.0,5047.0,Los Angeles
6625 S Halm Ave,1815000.0,SingleFamily,1966.0,Central,Central Air,Garage - Attached,5,4.0,,,,,,,Inglewood High School,2.0,1.9,,Laundry Room,670345.0,8409.0,Los Angeles
119 Rosemont Ave,380000.0,Condo,1927.0,Forced Air,,Garage - Single Door,1,1.0,Rosemont Avenue Elementary School,5.0,0.3,Virgil Middle School,5.0,1.2,Belmont Senior High School,3.0,0.7,"Disposal, Refrigerator, Oven, Range, Washer, Dryer",Inside,,,Los Angeles
1821 W 43rd Pl,743000.0,SingleFamily,1915.0,,,"Driveway Level, Garage",3,2.0,Normandie Avenue Elementary School,3.0,0.9,,,,,,,,"Gas & Electric Dryer Hookup, Washer Hookup",378850.0,4834.0,Los Angeles
4275 Campbell Dr,1759000.0,SingleFamily,1922.0,Central,,Driveway,5,5.0,Braddock Drive Elementary School,5.0,0.7,Marina Del Rey Middle School,2.0,0.6,Venice Senior High School,6.0,1.2,"Refrigerator, Washer, Dryer","Inside, Laundry Room",1196460.0,14671.0,Los Angeles
500 N Kilkea Dr,2050000.0,SingleFamily,1999.0,Central,Central Air,Garage - Two Door,4,4.0,"Rosewood Avenue Elementary School, School for Advanced Studies",4.0,0.5,Hubert Howe Bancroft Middle School,3.0,1.9,Fairfax Senior High School,7.0,0.4,"Dishwasher, Washer, Dryer",In Garage,461214.0,5691.0,Los Angeles
1458 W 37th Pl,800000.0,SingleFamily,1910.0,,,"Carport, Detached Carport",4,1.0,,,,,,,,,,,Inside,585008.0,7293.0,Los Angeles
360 W Avenue 26 APT 207,555000.0,Condo,2006.0,Central,Central Air,Community Structure,4,2.0,Albion Street Elementary School,3.0,0.7,Florence Nightingale Middle School,5.0,0.4,Woodrow Wilson Senior High School,4.0,2.2,Refrigerator,,330657.0,4211.0,Los Angeles
4254 Beethoven St,1850000.0,SingleFamily,1926.0,Central,Central Air,"Driveway, Tandem",3,3.0,Short Avenue Elementary School,6.0,0.1,Marina Del Rey Middle School,2.0,0.8,Venice Senior High School,6.0,0.8,"Dishwasher, Disposal, Refrigerator, Range, Range Hood, Washer, Dryer",Inside,1034431.0,12603.0,Los Angeles
6314 Arrowhead Pl,2900000.0,SingleFamily,1974.0,Central,Central Air,"Garage - Three Door, On Street",5,5.0,Cheremoya Avenue Elementary School,6.0,1.3,Joseph Le Conte Middle School,3.0,2.0,Hollywood Senior High School,6.0,1.8,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Convection Oven, Gas Cooktop, Warming Drawer, Range Hood, Range",Laundry Room,1911124.0,23484.0,Los Angeles
8709 Rangely Ave,3600000.0,SingleFamily,2013.0,"Solar, Central",Central Air,"Driveway, Auto Driveway Gate",3,3.0,"Rosewood Avenue Elementary School, School for Advanced Studies",4.0,0.5,John Burroughs Middle School,7.0,3.1,Fairfax Senior High School,7.0,1.5,"Dishwasher, Disposal, Microwave, Refrigerator, Trash Compactor, Built-In, Convection Oven, Washer, Dryer",Laundry Room,899174.0,11363.0,Los Angeles
2159 Lyric Ave,1250000.0,SingleFamily,1964.0,"Central, Wood Stove",Central Air,"Garage - Two Door, Oversized",3,2.0,Franklin Avenue Elementary School,8.0,0.8,Thomas Starr King Middle School,6.0,0.5,John Marshall Senior High School,8.0,0.5,"Refrigerator, Range, Gas Oven",In Garage,343087.0,4290.0,Los Angeles
5962 Graciosa Dr,1700000.0,SingleFamily,1923.0,Central,,"Covered, Garage Door Opener, Detached Carport, Private, Garage - Two Door",3,3.0,Cheremoya Avenue Elementary School,6.0,0.5,Joseph Le Conte Middle School,3.0,1.1,Hollywood Senior High School,6.0,1.6,"Dishwasher, Disposal, Microwave, Refrigerator, Gas Oven, Oven, Gas Cooktop, Range Hood, Range","Inside, Laundry Room",879006.0,10755.0,Los Angeles
1372 Allenford Ave,2536000.0,SingleFamily,1955.0,Central,Central Air,"Driveway, Circular Driveway, Gated",3,2.0,Kenter Canyon Elementary School,9.0,1.1,Paul Revere Middle School,7.0,0.2,Palisades Charter High School,8.0,2.4,"Dishwasher, Refrigerator, Washer, Dryer",Inside,1406882.0,17220.0,Los Angeles
2656 Locksley Pl,1130000.0,SingleFamily,1930.0,"Central, Forced Air, Natural Gas","Wall/Window Unit(s), See Remarks","Driveway, Garage, Garage Faces Front",2,1.0,Ivanhoe Elementary School,9.0,0.5,Thomas Starr King Middle School,6.0,1.4,John Marshall Senior High School,8.0,1.1,Gas & Electric Range,In Kitchen,619354.0,7548.0,Los Angeles
1640 N Gardner St,1593000.0,SingleFamily,1920.0,Central,Central Air,"Driveway, Tandem",3,2.0,,,,,,,,,,"Barbecue, Dishwasher, Disposal, Refrigerator",Inside,748222.0,9284.0,Los Angeles
7874 Fareholm Dr,2950000.0,SingleFamily,1937.0,Central,,Driveway,3,4.0,Gardner Street Elementary School,7.0,0.6,Hubert Howe Bancroft Middle School,3.0,1.8,Fairfax Senior High School,7.0,1.3,"Dishwasher, Disposal, Microwave, Refrigerator, Double Oven, Range, Washer, Dryer",Inside,1114400.0,13717.0,Los Angeles
7280 Packwood Trl,1325000.0,SingleFamily,1974.0,Central,Central Air,"Carport, Garage",3,2.0,Valley View Elementary School,8.0,0.5,Hubert Howe Bancroft Middle School,3.0,2.3,Hollywood Senior High School,6.0,1.6,"Dishwasher, Disposal, Microwave",,487365.0,6192.0,Los Angeles
4021 Kenway Ave,1500000.0,SingleFamily,1956.0,Central,Central Air,Garage - Three Door,3,4.0,,,,Audubon Middle School,2.0,1.1,,,,"Dishwasher, Disposal",Upper Level,1142283.0,14482.0,Los Angeles
413 E 130th St,470000.0,SingleFamily,1972.0,Forced Air,Wall/Window Unit(s),,4,1.0,McKinley Elementary School,7.0,0.9,Willowbrook Middle School,5.0,1.7,Centennial High School,3.0,0.8,,In Garage,51944.0,1287.0,Los Angeles
5037 Shipley Glen Dr,980000.0,SingleFamily,1910.0,Wall Furnace,Wall/Window Unit(s),"Driveway, Gated",2,3.0,Aldama Elementary School,3.0,0.1,,,,Benjamin Franklin Senior High School,7.0,0.5,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Inside,515694.0,6251.0,Los Angeles
945 N Hudson Ave APT 104,625000.0,Condo,1991.0,Central,Central Air,Underground,2,2.0,Vine Street Elementary School,2.0,0.3,Hubert Howe Bancroft Middle School,3.0,0.3,Fairfax Senior High School,7.0,1.8,"Dishwasher, Disposal, Gas Range, Range Hood, Refrigerator, Dryer, Washer","Laundry Closet, Inside, Stackable",546720.0,6591.0,Los Angeles
1219 W 58th Pl,520000.0,SingleFamily,1912.0,Central,,Driveway,3,2.0,Budlong Avenue Elementary School,3.0,0.1,John Muir Middle School,2.0,0.3,Augustus F. Hawkins High A Critical Design And Gaming,2.0,0.6,,Gas & Electric Dryer Hookup,357200.0,4526.0,Los Angeles
1139 Cole Ave,1050000.0,SingleFamily,1937.0,Central,"Window Unit(s), Central, Ceiling Fan","Garage - Attached, Covered",0,0.0,Vine Street Elementary School,2.0,0.3,Hubert Howe Bancroft Middle School,3.0,0.5,Hollywood Senior High School,6.0,0.8,"Dryer, Freezer, Washer",In Unit,773414.0,9619.0,Los Angeles
